 3,    80
 1,    35
 6,   392
 9,   515
11,   742
 7,   401
 5,   266
 8,   390
 2,    69
 5,   157
 7,   339
10,   486
 6,   182
 4,   234
 7,   287
 8,   455
 2,    41
10,   638
 5,   179
 8,   335
 9,   488
 4,   119
 4,   201
 7,   483
11,   615
 8,   609
 3,   268
 5,   211
 8,   313
 4,   309
 2,   121
11,   535
 3,   109
 7,   231
 9,   384
 6,   292
 6,   215
 9,   570
 4,   159
 8,   369
 5,   357
10,   517
 3,   292
11,   559
 6,   158
 7,   382
 4,    91
10,   551
 5,   125
 6,   333
